v4,39.1612,39.1612,2
v8,34.6341,34.6341,2
v20,39.3403,39.3403,2
v16,34.361,34.361,2
v17,34.48,34.48,1
v6,42.2674,42.2674,2
v10,44.5645,44.5645,2
v5,31.437,31.437,2
v7,27.8695,27.8695,2
v13,35.7229,35.7229,3
v14,29.3817,29.3817,2
v12,41.6984,41.6984,2
v15,42.0444,42.0444,2
v3,33.4251,31.4251,1
v9,36.9492,36.9492,1
v19,44.0175,44.0175,3
v11,46.0588,46.0588,2
v2,35.9686,35.9686,2
v1,29.7122,29.7122,2
v18,26.3964,26.3964,2
